VariantName,nsuCountRead,actif_count,ActRate,Nb_Mut
DCA_SB_75_111,293,2,0.006825939,81
FULL_3D_CONST_26,207,1,0.004830918,105
FULL_3D_CONST_123,368,1,0.002717391,93
DCA_TM_4395,45,1,0.022222222,42
DCA_TM_4609,58,1,0.017241379,40
DCA_TM_4855,45,2,0.044444444,45
AZO_RM_30_mut_931,63,1,0.015873016,8
DCA_SB_50_980,217,1,0.004608295,64
DCA_TM_1757,54,1,0.018518519,37
DCA_SB_50_445,195,2,0.01025641,73
MIN_CONST_470,248,1,0.004032258,123
AZO_RM_30_mut_516,53,1,0.018867925,10
DCA_TM_656,95,2,0.021052632,51
DCA_TM_3639,416,2,0.004807692,43
AZO_RU_30_mut_601,132,1,0.007575758,17
DCA_TM_397,25,2,0.08,43
FULL_3D_CONST_993,242,3,0.012396694,83
FULL_3D_CONST_866,312,1,0.003205128,95
MIN_CONST_444,284,1,0.003521127,144
DCA_TM_3745,24,1,0.041666667,51
AZO_RM_147,170,1,0.005882353,58
AZO_RM_475,230,1,0.004347826,61
DCA_TM_3063,65,1,0.015384615,50
DCA_TM_2442,136,2,0.014705882,54
DCA_TM_1961,77,1,0.012987013,43
DCA_SB_50_717,189,1,0.005291005,82
AZO_RM_347,84,2,0.023809524,54
DCA_TM_3792,15,1,0.066666667,46
AZO_RU_30_mut_42,97,2,0.020618557,14
FULL_3D_CONST_197,87,3,0.034482759,99
AZO_RM_30_mut_406,65,1,0.015384615,9
AZO_RM_30_mut_489,98,1,0.010204082,10
AZO_RM_730,82,3,0.036585366,67
DCA_SB_50_709,303,3,0.00990099,71
DCA_TM_943,42,1,0.023809524,48
AZO_RM_30_mut_539,39,2,0.051282051,11
DCA_TM_1808,55,1,0.018181818,37
DCA_SB_75_806,73,1,0.01369863,73
FULL_3D_CONST_56,451,2,0.00443459,90
AZO_RU_30_mut_207,110,1,0.009090909,16
DCA_TM_395,37,1,0.027027027,38
DCA_SB_50_991,56,1,0.017857143,24
FULL_3D_CONST_379,71,1,0.014084507,91
DCA_SB_50_711,127,1,0.007874016,70
DCA_TM_3793,36,1,0.027777778,36
AZO_RU_30_mut_46,82,1,0.012195122,14
AZO_RU_30_mut_72,65,1,0.015384615,18
DCA_TM_4531,51,1,0.019607843,52
FULL_3D_CONST_389,427,1,0.00234192,97
DCA_TM_2849,86,2,0.023255814,47
DCA_TM_3755,21,1,0.047619048,46
AZO_RM_399,39,1,0.025641026,57
MIN_CONST_613,385,2,0.005194805,142
AZO_RM_30_mut_810,43,2,0.046511628,7
DCA_TM_147,51,3,0.058823529,47
AZO_RM_30_mut_532,36,1,0.027777778,5
AZO_RU_30_mut_279,113,2,0.017699115,21
FULL_3D_CONST_245,50,1,0.02,100
DCA_TM_4446,51,1,0.019607843,51
DCA_TM_3522,51,1,0.019607843,50
AZO_RM_633,87,1,0.011494253,54
AZO_RM_30_mut_122,79,2,0.025316456,11
AZO_RM_30_mut_953,48,1,0.020833333,8
DCA_TM_3984,96,1,0.010416667,38
DCA_SB_75_5,66,1,0.015151515,91
DCA_SB_75_204,51,1,0.019607843,65
DCA_TM_4749,40,1,0.025,35
FULL_3D_CONST_565,438,3,0.006849315,98
AZO_RM_960,160,1,0.00625,54
DCA_TM_3985,158,2,0.012658228,39
AZO_RU_30_mut_310,87,1,0.011494253,11
DCA_TM_2573,37,1,0.027027027,44
AZO_RM_5,44,1,0.022727273,55
AZO_RU_30_mut_440,172,1,0.005813953,17
MIN_CONST_278,323,1,0.003095975,133
DCA_TM_1189,122,2,0.016393443,42
DCA_SB_75_123,89,1,0.011235955,49
AZO_RM_574,153,2,0.013071895,53
AZO_RM_30_mut_837,66,2,0.03030303,7
AZO_RM_30_mut_934,56,1,0.017857143,7
DCA_TM_1273,47,1,0.021276596,51
DCA_TM_4919,91,1,0.010989011,44
DCA_TM_2795,31,1,0.032258065,50
AZO_RU_30_mut_809,84,1,0.011904762,16
AZO_RU_30_mut_327,121,1,0.008264463,17
DCA_TM_4322,55,1,0.018181818,29
DCA_TM_3182,67,1,0.014925373,26
DCA_TM_4892,50,1,0.02,50
DCA_TM_1949,62,1,0.016129032,45
FULL_3D_CONST_114,316,3,0.009493671,107
AZO_RM_30_mut_553,93,2,0.021505376,9
AZO_RM_825,61,2,0.032786885,64
DCA_TM_3711,28,1,0.035714286,51
DCA_TM_4654,69,1,0.014492754,45
DCA_TM_2576,45,1,0.022222222,31
AZO_RM_763,78,2,0.025641026,54
DCA_TM_1397,133,1,0.007518797,49
DCA_TM_984,53,2,0.037735849,45
AZO_RM_753,54,1,0.018518519,50
FULL_3D_CONST_708,3,2,0.666666667,99
AZO_RU_30_mut_837,111,1,0.009009009,17
DCA_SB_75_299,171,2,0.011695906,80
AZO_RU_30_mut_403,129,1,0.007751938,16
AZO_RM_666,49,1,0.020408163,67
AZO_RU_30_mut_227,103,1,0.009708738,17
DCA_SB_75_619,28,1,0.035714286,69
AZO_RM_30_mut_86,33,2,0.060606061,13
FULL_3D_CONST_988,190,3,0.015789474,80
DCA_TM_134,70,1,0.014285714,44
DCA_TM_4014,20,2,0.1,54
MIN_CONST_477,322,3,0.00931677,148
DCA_TM_1760,22,1,0.045454545,40
DCA_TM_2371,39,1,0.025641026,41
DCA_TM_2852,29,1,0.034482759,50
DCA_TM_4246,23,1,0.043478261,41
AZO_RM_371,133,1,0.007518797,56
DCA_TM_4392,95,2,0.021052632,43
DCA_TM_1269,26,2,0.076923077,52
DCA_SB_50_463,92,1,0.010869565,73
DCA_TM_1722,43,3,0.069767442,43
DCA_TM_2137,44,1,0.022727273,42
DCA_SB_50_969,145,2,0.013793103,56
MIN_CONST_404,255,1,0.003921569,140
DCA_TM_485,38,4,0.105263158,53
DCA_TM_3453,31,2,0.064516129,50
AZO_RM_30_mut_619,97,1,0.010309278,9
FULL_3D_CONST_490,357,1,0.00280112,96
AZO_RM_831,146,1,0.006849315,49
DCA_TM_1709,24,1,0.041666667,49
DCA_TM_4940,150,1,0.006666667,52
AZO_RU_30_mut_98,45,1,0.022222222,14
AZO_RU_30_mut_134,30,1,0.033333333,16
DCA_SB_50_231,55,1,0.018181818,85
DCA_TM_4418,54,6,0.111111111,49
AZO_RM_639,129,1,0.007751938,54
MIN_CONST_898,189,1,0.005291005,138
DCA_TM_356,49,1,0.020408163,45
AZO_RM_474,253,2,0.007905138,58
MIN_CONST_772,288,1,0.003472222,132
DCA_TM_4502,80,1,0.0125,50
DCA_TM_2141,55,1,0.018181818,37
DCA_SB_50_284,133,1,0.007518797,76
AZO_RU_30_mut_341,56,1,0.017857143,19
DCA_TM_66,64,1,0.015625,40
MIN_CONST_558,443,2,0.004514673,142
DCA_SB_75_752,177,1,0.005649718,66
AZO_RM_177,48,1,0.020833333,57
AZO_RM_481,153,1,0.006535948,53
DCA_TM_3947,32,1,0.03125,49
DCA_TM_2550,44,1,0.022727273,47
DCA_TM_3172,91,1,0.010989011,48
DCA_TM_4277,53,4,0.075471698,42
DCA_SB_75_809,184,1,0.005434783,66
DCA_TM_2252,47,2,0.042553191,45
DCA_TM_3810,35,1,0.028571429,43
DCA_SB_50_903,33,1,0.03030303,52
DCA_TM_95,62,3,0.048387097,45
MIN_CONST_865,793,3,0.003783102,152
MIN_CONST_483,182,1,0.005494505,125
MIN_CONST_175,85,1,0.011764706,145
DCA_TM_2540,39,1,0.025641026,48
DCA_TM_715,69,1,0.014492754,44
DCA_TM_2261,15,1,0.066666667,51
DCA_TM_2193,20,1,0.05,39
FULL_3D_CONST_240,47,1,0.021276596,99
AZO_RU_30_mut_719,78,1,0.012820513,10
DCA_TM_3227,73,1,0.01369863,45
AZO_RM_30_mut_996,54,2,0.037037037,6
DCA_TM_4082,57,3,0.052631579,51
DCA_SB_75_699,353,1,0.002832861,102
DCA_TM_3819,58,1,0.017241379,48
DCA_SB_50_974,74,1,0.013513514,73
DCA_TM_4583,105,3,0.028571429,50
DCA_TM_4555,129,1,0.007751938,47
AZO_RM_30_mut_358,34,1,0.029411765,8
FULL_3D_CONST_179,484,2,0.004132231,91
DCA_TM_202,39,2,0.051282051,48
FULL_3D_CONST_735,355,1,0.002816901,95
DCA_TM_1034,32,2,0.0625,46
DCA_SB_50_173,44,1,0.022727273,55
FULL_3D_CONST_328,83,1,0.012048193,89
DCA_TM_355,89,1,0.011235955,49
FULL_3D_CONST_611,199,1,0.005025126,93
DCA_SB_50_51,24,2,0.083333333,45
AZO_RU_30_mut_230,130,1,0.007692308,17
AZO_RM_470,71,1,0.014084507,59
FULL_3D_CONST_434,136,2,0.014705882,96
DCA_TM_3601,27,2,0.074074074,43
MIN_CONST_199,316,1,0.003164557,138
DCA_TM_1135,37,1,0.027027027,29
AZO_RM_593,43,1,0.023255814,64
DCA_SB_50_183,172,2,0.011627907,57
AZO_RU_30_mut_613,75,2,0.026666667,14
DCA_TM_2618,57,1,0.01754386,43
AZO_RM_30_mut_75,31,1,0.032258065,10
DCA_TM_4632,43,1,0.023255814,33
FULL_3D_CONST_355,329,2,0.006079027,96
DCA_SB_50_743,52,1,0.019230769,56
AZO_RM_30_mut_970,36,1,0.027777778,10
DCA_TM_3320,19,2,0.105263158,36
DCA_TM_3857,23,1,0.043478261,41
DCA_TM_1330,33,1,0.03030303,48
DCA_TM_80,23,1,0.043478261,46
AZO_RM_30_mut_465,81,1,0.012345679,8
AZO_RM_239,57,2,0.035087719,61
DCA_SB_75_225,119,1,0.008403361,102
DCA_TM_4182,8,1,0.125,50
DCA_TM_228,55,1,0.018181818,44
AZO_RM_30_mut_763,87,1,0.011494253,9
DCA_TM_3565,173,2,0.011560694,53
AZO_RM_641,91,1,0.010989011,62
AZO_RM_56,44,1,0.022727273,52
DCA_TM_2329,19,1,0.052631579,45
DCA_TM_3881,37,2,0.054054054,49
AZO_RM_30_mut_798,21,1,0.047619048,7
DCA_TM_3692,75,1,0.013333333,21
DCA_SB_50_535,82,1,0.012195122,65
FULL_3D_CONST_980,2,1,0.5,94
AZO_RM_380,56,1,0.017857143,59
DCA_TM_1255,40,1,0.025,36
FULL_3D_CONST_117,340,1,0.002941176,91
AZO_RM_900,56,1,0.017857143,51
AZO_RM_765,176,1,0.005681818,61
DCA_SB_50_525,54,1,0.018518519,74
DCA_TM_4638,80,1,0.0125,42
DCA_TM_2045,51,1,0.019607843,48
DCA_TM_969,35,1,0.028571429,48
DCA_TM_2978,87,1,0.011494253,46
DCA_TM_2456,43,2,0.046511628,48
DCA_SB_50_975,83,1,0.012048193,74
AZO_RM_30_mut_330,58,2,0.034482759,7
AZO_RU_30_mut_3,62,1,0.016129032,16
FULL_3D_CONST_265,251,3,0.011952191,98
DCA_SB_75_141,246,4,0.016260163,76
FULL_3D_CONST_561,659,5,0.007587253,106
DCA_TM_1800,56,2,0.035714286,35
AZO_RM_30_mut_361,28,1,0.035714286,9
AZO_RM_30_mut_356,32,1,0.03125,5
AZO_RM_634,83,2,0.024096386,55
DCA_SB_50_791,109,2,0.018348624,81
DCA_TM_1895,31,2,0.064516129,36
DCA_TM_2992,27,1,0.037037037,33
DCA_TM_2909,64,2,0.03125,52
AZO_RU_30_mut_856,109,1,0.009174312,16
FULL_3D_CONST_151,165,1,0.006060606,92
FULL_3D_CONST_725,191,1,0.005235602,93
DCA_TM_3118,85,2,0.023529412,44
DCA_TM_1764,33,1,0.03030303,50
DCA_TM_3516,70,1,0.014285714,24
MIN_CONST_407,973,2,0.002055498,135
AZO_RM_924,52,1,0.019230769,44
DCA_SB_50_632,119,1,0.008403361,55
AZO_RM_30_mut_319,94,1,0.010638298,9
DCA_TM_2709,41,1,0.024390244,43
DCA_TM_4068,46,1,0.02173913,42
DCA_TM_1789,40,1,0.025,44
AZO_RU_30_mut_297,93,2,0.021505376,15
AZO_RM_467,140,1,0.007142857,50
FULL_3D_CONST_539,251,1,0.003984064,89
MIN_CONST_325,94,1,0.010638298,148
AZO_RM_30_mut_508,25,1,0.04,12
DCA_TM_3681,64,1,0.015625,51
AZO_RU_30_mut_902,49,1,0.020408163,19
DCA_TM_406,29,1,0.034482759,43
DCA_SB_75_221,68,1,0.014705882,67
DCA_TM_87,68,1,0.014705882,33
DCA_TM_290,13,1,0.076923077,42
DCA_TM_4668,86,1,0.011627907,50
DCA_TM_4618,102,1,0.009803922,57
AZO_RM_30_mut_401,45,1,0.022222222,10
DCA_TM_1175,156,1,0.006410256,41
DCA_TM_2265,47,1,0.021276596,49
DCA_TM_190,41,1,0.024390244,47
FULL_3D_CONST_581,334,1,0.002994012,103
AZO_RM_647,49,1,0.020408163,61
DCA_TM_1876,21,1,0.047619048,38
FULL_3D_CONST_189,379,2,0.005277045,91
DCA_SB_50_336,93,1,0.010752688,73
AZO_RM_876,150,1,0.006666667,44
DCA_TM_2509,87,1,0.011494253,42
DCA_TM_4314,93,1,0.010752688,45
DCA_TM_197,55,1,0.018181818,44
MIN_CONST_408,519,4,0.007707129,135
DCA_TM_4276,41,1,0.024390244,49
DCA_TM_4625,111,2,0.018018018,41
FULL_3D_CONST_153,342,1,0.002923977,91
FULL_3D_CONST_483,150,1,0.006666667,95
DCA_TM_3877,51,1,0.019607843,40
AZO_RU_30_mut_766,78,1,0.012820513,15
DCA_TM_4523,85,1,0.011764706,50
DCA_TM_4310,39,2,0.051282051,45
MIN_CONST_647,368,1,0.002717391,138
AZO_RM_127,65,1,0.015384615,45
DCA_TM_4909,35,1,0.028571429,45
AZO_RU_30_mut_471,42,1,0.023809524,17
DCA_SB_50_358,70,2,0.028571429,47
DCA_TM_3900,17,1,0.058823529,45
FULL_3D_CONST_901,55,2,0.036363636,93
AZO_RM_30_mut_270,29,2,0.068965517,10
DCA_TM_2085,0,1,,23
dca_least_5,9,1,0.111111111,77
DCA_TM_46,17,1,0.058823529,45
DCA_TM_1408,31,1,0.032258065,47
AZO_RM_30_mut_731,45,2,0.044444444,7
AZO_RM_30_mut_957,59,1,0.016949153,10
DCA_SB_75_546,91,1,0.010989011,80
MIN_CONST_619,247,2,0.008097166,123
FULL_3D_CONST_722,142,1,0.007042254,100
FULL_3D_CONST_321,281,2,0.007117438,88
DCA_SB_75_323,117,1,0.008547009,90
DCA_TM_2271,61,1,0.016393443,25
AZO_RU_30_mut_584,134,2,0.014925373,18
FULL_3D_CONST_457,354,1,0.002824859,86
DCA_SB_75_404,79,1,0.012658228,102
DCA_TM_2174,25,1,0.04,42
MIN_CONST_946,1151,1,0.00086881,139
FULL_3D_CONST_590,111,1,0.009009009,94
DCA_TM_663,32,1,0.03125,48
FULL_3D_CONST_439,175,1,0.005714286,90
AZO_RU_30_mut_339,112,1,0.008928571,12
AZO_RM_141,91,1,0.010989011,51
DCA_TM_644,40,1,0.025,34
AZO_RU_30_mut_363,126,1,0.007936508,15
AZO_RM_133,66,1,0.015151515,57
FULL_3D_CONST_786,1,2,2,99
DCA_SB_75_426,113,1,0.008849558,66
AZO_RM_30_mut_416,116,1,0.00862069,11
AZO_RM_30_mut_899,73,2,0.02739726,7
DCA_SB_75_533,507,1,0.001972387,83
AZO_RM_232,46,1,0.02173913,62
DCA_TM_1126,68,3,0.044117647,47
DCA_SB_75_3,160,1,0.00625,90
DCA_TM_1115,27,1,0.037037037,42
DCA_TM_4981,82,1,0.012195122,43
DCA_SB_75_790,155,1,0.006451613,74
AZO_RU_30_mut_239,34,1,0.029411765,16
DCA_TM_1560,46,1,0.02173913,24
DCA_TM_2928,5,1,0.2,44
AZO_RM_30_mut_966,45,1,0.022222222,11
AZO_RM_433,157,1,0.006369427,62
DCA_TM_983,48,1,0.020833333,39
AZO_RM_30_mut_379,70,2,0.028571429,8
DCA_TM_1085,34,1,0.029411765,50
DCA_SB_50_469,79,1,0.012658228,68
AZO_RU_30_mut_962,80,2,0.025,15
DCA_SB_75_134,11,1,0.090909091,103
AZO_RU_30_mut_778,70,2,0.028571429,18
AZO_RM_754,81,2,0.024691358,59
MIN_CONST_375,200,2,0.01,125
FULL_3D_CONST_706,38,1,0.026315789,99
DCA_TM_3006,57,2,0.035087719,37
DCA_SB_75_536,243,1,0.004115226,73
DCA_SB_75_593,41,1,0.024390244,67
DCA_TM_547,27,1,0.037037037,40
AZO_RU_30_mut_992,138,4,0.028985507,17
DCA_SB_75_46,29,1,0.034482759,64
DCA_TM_1496,59,1,0.016949153,40
DCA_TM_1174,44,3,0.068181818,46
DCA_TM_631,38,1,0.026315789,42
MIN_CONST_659,923,1,0.001083424,130
DCA_SB_75_256,41,1,0.024390244,86
DCA_TM_921,31,2,0.064516129,50
DCA_TM_3379,39,1,0.025641026,43
AZO_RU_30_mut_467,61,2,0.032786885,17
AZO_RM_194,194,1,0.005154639,57
MIN_CONST_636,75,1,0.013333333,140
DCA_TM_2654,76,2,0.026315789,42
AZO_RM_865,158,1,0.006329114,56
DCA_TM_3799,179,1,0.005586592,52
AZO_RM_34,36,1,0.027777778,61
DCA_TM_1608,28,1,0.035714286,49
DCA_TM_2226,81,1,0.012345679,49
DCA_SB_75_308,72,1,0.013888889,97
AZO_RM_775,33,1,0.03030303,48
MIN_CONST_825,368,1,0.002717391,136
DCA_TM_2866,70,1,0.014285714,42
AZO_RM_654,64,1,0.015625,64
MIN_CONST_869,1269,1,0.000788022,138
AZO_RM_771,101,1,0.00990099,52
DCA_TM_2302,60,1,0.016666667,43
DCA_TM_1185,60,1,0.016666667,50
AZO_RM_126,73,1,0.01369863,51
AZO_RM_395,92,1,0.010869565,60
DCA_TM_3266,28,1,0.035714286,35
DCA_SB_75_450,180,1,0.005555556,77
DCA_TM_2782,53,2,0.037735849,36
DCA_TM_2571,65,1,0.015384615,39
FULL_3D_CONST_112,362,2,0.005524862,93
AZO_RM_545,90,1,0.011111111,56
DCA_TM_4986,39,3,0.076923077,32
FULL_3D_CONST_501,0,1,,99
MIN_CONST_818,177,1,0.005649718,134
DCA_TM_1028,8,1,0.125,50
AZO_RM_30_mut_866,39,1,0.025641026,10
DCA_TM_4455,36,1,0.027777778,36
MIN_CONST_888,312,1,0.003205128,139
DCA_TM_2176,21,1,0.047619048,51
AZO_RU_30_mut_525,124,1,0.008064516,18
DCA_SB_75_390,42,1,0.023809524,62
DCA_TM_2104,68,1,0.014705882,48
DCA_TM_3195,95,2,0.021052632,48
DCA_SB_50_602,110,1,0.009090909,63
DCA_SB_75_191,59,1,0.016949153,68
DCA_TM_4137,24,2,0.083333333,41
AZO_RM_509,156,1,0.006410256,55
DCA_TM_1879,27,1,0.037037037,39
AZO_RU_30_mut_16,114,2,0.01754386,17
DCA_SB_50_124,131,2,0.015267176,86
DCA_TM_1101,67,1,0.014925373,51
DCA_TM_3162,24,1,0.041666667,24
DCA_TM_2919,19,1,0.052631579,47
DCA_SB_75_594,16,1,0.0625,61
DCA_SB_50_112,112,1,0.008928571,86
DCA_TM_3460,51,1,0.019607843,45
AZO_RM_860,108,1,0.009259259,53
AZO_RM_30_mut_261,41,2,0.048780488,5
FULL_3D_CONST_40,199,1,0.005025126,85
AZO_RM_30_mut_894,71,1,0.014084507,9
DCA_SB_50_104,96,1,0.010416667,64
AZO_RM_30_mut_764,54,2,0.037037037,13
AZO_RU_30_mut_875,35,1,0.028571429,13
DCA_SB_75_355,68,2,0.029411765,89
NAT_GII_sel_CP003123.1/1561540-1561742,125,4,0.032,107
DCA_SB_75_173,36,1,0.027777778,83
DCA_TM_2184,75,1,0.013333333,43
DCA_TM_4777,305,2,0.006557377,45
AZO_RM_15,54,1,0.018518519,56
DCA_TM_1701,58,1,0.017241379,44
MIN_CONST_303,968,1,0.001033058,140
DCA_TM_1003,40,2,0.05,47
AZO_RU_30_mut_431,87,1,0.011494253,15
DCA_TM_884,45,1,0.022222222,28
AZO_RM_321,56,1,0.017857143,66
AZO_RM_827,40,1,0.025,61
DCA_SB_75_694,87,1,0.011494253,86
MIN_CONST_372,207,1,0.004830918,126
DCA_SB_50_985,187,2,0.010695187,81
AZO_RU_30_mut_515,135,1,0.007407407,15
AZO_RM_880,83,1,0.012048193,61
FULL_3D_CONST_470,246,2,0.008130081,99
DCA_TM_4480,65,1,0.015384615,52
DCA_TM_1907,65,1,0.015384615,46
AZO_RM_591,261,1,0.003831418,52
FULL_3D_CONST_223,132,1,0.007575758,105
FULL_3D_CONST_357,388,1,0.00257732,98
FULL_3D_CONST_571,287,1,0.003484321,90
DCA_SB_75_136,31,3,0.096774194,78
DCA_TM_3213,46,1,0.02173913,39
DCA_TM_1013,85,1,0.011764706,42
DCA_TM_2800,65,1,0.015384615,48
DCA_TM_3359,60,2,0.033333333,31
DCA_SB_50_405,38,1,0.026315789,72
DCA_SB_75_492,111,1,0.009009009,59
AZO_RM_732,102,2,0.019607843,58
AZO_RU_30_mut_261,99,2,0.02020202,14
AZO_RU_30_mut_123,125,1,0.008,17
MIN_CONST_526,350,1,0.002857143,145
DCA_TM_3795,114,1,0.00877193,38
AZO_RM_30_mut_845,41,2,0.048780488,5
AZO_RM_453,126,1,0.007936508,53
DCA_TM_4597,38,1,0.026315789,41
AZO_RM_30_mut_333,62,1,0.016129032,15
DCA_SB_50_519,55,1,0.018181818,66
FULL_3D_CONST_579,195,2,0.01025641,96
FULL_3D_CONST_767,56,1,0.017857143,88
DCA_TM_2489,33,1,0.03030303,40
DCA_TM_3173,41,1,0.024390244,40
MIN_CONST_730,182,2,0.010989011,130
DCA_TM_1249,43,1,0.023255814,46
DCA_SB_75_697,111,1,0.009009009,78
AZO_RM_270,96,1,0.010416667,51
MIN_CONST_266,145,1,0.006896552,132
AZO_RU_30_mut_413,117,1,0.008547009,15
AZO_RU_30_mut_892,89,2,0.02247191,17
AZO_RM_237,74,1,0.013513514,48
DCA_TM_4364,66,1,0.015151515,45
AZO_RU_30_mut_90,63,2,0.031746032,18
DCA_SB_75_419,48,1,0.020833333,78
DCA_TM_892,18,1,0.055555556,53
DCA_SB_75_13,125,1,0.008,103
DCA_TM_1091,27,1,0.037037037,42
DCA_TM_1212,106,1,0.009433962,49
FULL_3D_CONST_317,382,1,0.002617801,89
FULL_3D_CONST_492,109,1,0.009174312,96
AZO_RM_30_mut_148,87,1,0.011494253,10
MIN_CONST_421,165,1,0.006060606,147
MIN_CONST_59,845,2,0.002366864,138
DCA_TM_4640,72,1,0.013888889,28
DCA_TM_2613,51,1,0.019607843,43
DCA_TM_627,15,1,0.066666667,35
FULL_3D_CONST_325,238,1,0.004201681,95
AZO_RU_30_mut_159,57,1,0.01754386,12
DCA_SB_50_639,21,1,0.047619048,56
AZO_RM_30_mut_932,74,2,0.027027027,10
DCA_TM_2501,6,2,0.333333333,22
FULL_3D_CONST_73,479,1,0.002087683,92
AZO_RM_30_mut_6,144,2,0.013888889,10
AZO_RM_938,372,3,0.008064516,65
DCA_SB_75_714,204,2,0.009803922,71
AZO_RU_30_mut_501,69,1,0.014492754,15
DCA_TM_334,39,1,0.025641026,50
DCA_TM_1176,35,2,0.057142857,39
AZO_RM_30_mut_695,94,1,0.010638298,11
DCA_SB_50_102,94,1,0.010638298,17
DCA_SB_50_316,69,1,0.014492754,62
DCA_SB_50_482,168,1,0.005952381,88
DCA_TM_821,77,1,0.012987013,47
DCA_TM_3835,48,1,0.020833333,45
DCA_SB_75_568,92,1,0.010869565,75
DCA_TM_1644,71,1,0.014084507,47
FULL_3D_CONST_975,327,3,0.009174312,95
DCA_SB_75_109,22,1,0.045454545,100
FULL_3D_CONST_518,51,1,0.019607843,99
DCA_SB_50_948,95,1,0.010526316,79
DCA_TM_770,24,2,0.083333333,34
DCA_TM_2847,53,1,0.018867925,53
AZO_RM_30_mut_884,99,1,0.01010101,10
AZO_RM_30_mut_925,33,1,0.03030303,11
AZO_RM_30_mut_533,65,1,0.015384615,7
DCA_SB_50_17,16,1,0.0625,57
DCA_SB_50_489,37,1,0.027027027,78
DCA_TM_4542,92,3,0.032608696,26
DCA_TM_4977,54,1,0.018518519,51
AZO_RM_867,96,1,0.010416667,55
DCA_SB_50_572,36,1,0.027777778,63
DCA_TM_2056,46,2,0.043478261,39
DCA_TM_3938,21,2,0.095238095,46
FULL_3D_CONST_932,437,1,0.00228833,97
DCA_TM_3297,33,1,0.03030303,48
DCA_SB_50_326,47,1,0.021276596,49
AZO_RU_30_mut_114,25,1,0.04,21
AZO_RU_30_mut_135,101,1,0.00990099,19
DCA_TM_4005,81,1,0.012345679,50
AZO_RM_25,169,1,0.00591716,53
DCA_SB_75_587,60,2,0.033333333,72
DCA_TM_4568,20,1,0.05,46
AZO_RU_30_mut_48,53,2,0.037735849,15
DCA_SB_75_64,135,1,0.007407407,91
DCA_TM_924,11,1,0.090909091,52
MIN_CONST_362,253,1,0.003952569,142
FULL_3D_CONST_782,42,1,0.023809524,88
DCA_SB_75_791,66,1,0.015151515,63
DCA_TM_2008,18,1,0.055555556,50
DCA_TM_714,13,2,0.153846154,38
DCA_TM_3907,41,1,0.024390244,45
DCA_SB_50_282,330,1,0.003030303,83
DCA_TM_802,60,1,0.016666667,44
DCA_TM_2824,71,2,0.028169014,52
AZO_RM_812,84,1,0.011904762,50
AZO_RU_30_mut_228,4,1,0.25,19
DCA_TM_2503,22,1,0.045454545,44
AZO_RM_459,151,1,0.006622517,52
DCA_TM_858,40,1,0.025,48
AZO_RU_30_mut_281,105,1,0.00952381,16
DCA_TM_897,32,1,0.03125,48
DCA_TM_3845,44,1,0.022727273,40
AZO_RU_30_mut_710,117,1,0.008547009,20
DCA_TM_844,17,1,0.058823529,29
DCA_SB_50_379,123,1,0.008130081,80
DCA_SB_75_71,89,1,0.011235955,86
MIN_CONST_500,148,2,0.013513514,125
AZO_RM_726,67,1,0.014925373,54
DCA_TM_506,74,2,0.027027027,52
DCA_TM_909,24,1,0.041666667,30
FULL_3D_CONST_11,595,3,0.005042017,105
DCA_TM_4828,37,1,0.027027027,43
MIN_CONST_997,435,2,0.004597701,130
DCA_SB_75_452,121,1,0.008264463,81
DCA_TM_562,24,1,0.041666667,36
DCA_SB_75_503,110,1,0.009090909,89
AZO_RU_30_mut_581,204,1,0.004901961,19
DCA_TM_3223,48,1,0.020833333,22
DCA_TM_3670,82,2,0.024390244,52
DCA_TM_911,30,1,0.033333333,52
FULL_3D_CONST_48,71,1,0.014084507,92
FULL_3D_CONST_23,386,1,0.002590674,108
MIN_CONST_669,448,1,0.002232143,138
AZO_RU_30_mut_401,71,1,0.014084507,18
AZO_RM_150,47,1,0.021276596,49
DCA_TM_281,30,1,0.033333333,40
DCA_TM_3503,116,2,0.017241379,43
FULL_3D_CONST_131,131,1,0.007633588,93
DCA_SB_50_167,138,2,0.014492754,51
FULL_3D_CONST_748,119,1,0.008403361,94
AZO_RM_30_mut_620,89,1,0.011235955,8
DCA_TM_166,26,1,0.038461538,41
DCA_TM_4813,88,1,0.011363636,41
AZO_RM_477,126,1,0.007936508,54
MIN_CONST_632,170,2,0.011764706,136
DCA_TM_793,23,1,0.043478261,24
DCA_TM_558,32,1,0.03125,47
DCA_TM_2949,93,2,0.021505376,39
AZO_RU_30_mut_974,57,1,0.01754386,16
DCA_SB_50_345,94,1,0.010638298,72
AZO_RM_934,40,1,0.025,56
DCA_TM_3544,85,1,0.011764706,46
DCA_SB_75_388,79,1,0.012658228,85
AZO_RM_712,31,1,0.032258065,54
DCA_TM_3432,115,2,0.017391304,41
DCA_TM_4382,10,1,0.1,41
AZO_RU_30_mut_51,73,2,0.02739726,18
FULL_3D_CONST_132,199,1,0.005025126,87
DCA_SB_50_68,185,2,0.010810811,75
DCA_SB_50_815,98,1,0.010204082,82
DCA_SB_50_378,17,1,0.058823529,79
FULL_3D_CONST_991,2,1,0.5,97
DCA_TM_1875,48,2,0.041666667,38
DCA_SB_75_427,48,1,0.020833333,64
AZO_RU_30_mut_182,74,3,0.040540541,19
DCA_TM_524,6,1,0.166666667,37
AZO_RM_631,56,1,0.017857143,51
