VariantName,nsuCountRead,actif_count,ActRate,Nb_Mut
DCA_TM_3009,39,3,0.076923077,27
DCA_TM_2843,63,3,0.047619048,50
DCA_SB_75_750,50,5,0.1,78
FULL_3D_CONST_600,1076,6,0.005576208,93
DCA_TM_3251,32,1,0.03125,39
DCA_SB_50_255,37,13,0.351351351,61
MIN_CONST_19,382,6,0.015706806,142
DCA_TM_4944,63,14,0.222222222,26
MIN_CONST_420,454,5,0.011013216,143
DCA_TM_4484,93,2,0.021505376,49
DCA_SB_50_116,40,1,0.025,78
MIN_CONST_945,814,11,0.013513514,140
AZO_RM_761,103,2,0.019417476,58
DCA_TM_1363,99,1,0.01010101,54
DCA_TM_4784,75,3,0.04,45
AZO_RM_30_mut_404,51,42,0.823529412,4
AZO_RU_30_mut_981,92,6,0.065217391,17
DCA_TM_326,62,40,0.64516129,48
MIN_CONST_599,448,4,0.008928571,135
MIN_CONST_608,795,8,0.010062893,139
DCA_TM_632,21,1,0.047619048,50
AZO_RM_30_mut_523,27,1,0.037037037,5
DCA_TM_3289,80,1,0.0125,38
AZO_RM_30_mut_662,81,63,0.777777778,4
AZO_RM_30_mut_901,12,23,1.916666667,4
MIN_CONST_974,1483,24,0.016183412,134
AZO_RM_30_mut_886,58,2,0.034482759,7
MIN_CONST_788,681,11,0.016152717,147
NAT_GII_sel_MHUB01000015.1/437-227,16,10,0.625,145
MIN_CONST_849,333,4,0.012012012,131
DCA_TM_3103,40,19,0.475,24
AZO_RM_30_mut_182,72,23,0.319444444,10
DCA_TM_4672,56,5,0.089285714,40
AZO_RM_317,98,4,0.040816327,53
FULL_3D_CONST_375,932,6,0.006437768,98
DCA_TM_4491,35,6,0.171428571,53
NAT_GII_sel_MHCJ01000006.1/37604-37392,12,35,2.916666667,144
MIN_CONST_88,498,10,0.020080321,142
AZO_RM_257,195,6,0.030769231,61
DCA_TM_3357,39,1,0.025641026,52
MIN_CONST_330,371,4,0.010781671,145
DCA_TM_3908,33,1,0.03030303,45
DCA_SB_75_301,21,2,0.095238095,58
AZO_RM_30_mut_822,54,20,0.37037037,6
DCA_TM_4982,129,4,0.031007752,40
MIN_CONST_592,386,13,0.033678756,133
FULL_3D_CONST_763,244,1,0.004098361,92
DCA_TM_1042,62,2,0.032258065,43
DCA_TM_1806,56,11,0.196428571,17
FULL_3D_CONST_930,143,3,0.020979021,91
MIN_CONST_435,353,1,0.002832861,136
AZO_RM_993,120,1,0.008333333,58
DCA_TM_3362,84,39,0.464285714,21
DCA_TM_4771,125,5,0.04,25
FULL_3D_CONST_141,370,5,0.013513514,98
DCA_TM_4589,57,6,0.105263158,48
DCA_TM_3844,32,1,0.03125,42
AZO_RM_30_mut_328,72,18,0.25,10
DCA_TM_1858,58,3,0.051724138,50
AZO_RM_316,159,3,0.018867925,46
DCA_SB_75_789,279,1,0.003584229,82
DCA_TM_3841,28,1,0.035714286,47
DCA_SB_75_414,149,5,0.033557047,87
MIN_CONST_976,173,24,0.138728324,138
AZO_RM_30_mut_294,41,8,0.195121951,7
DCA_TM_1442,62,4,0.064516129,49
DCA_TM_1566,31,10,0.322580645,49
AZO_RM_30_mut_130,55,8,0.145454545,6
DCA_TM_4974,37,5,0.135135135,31
AZO_RM_30_mut_34,29,8,0.275862069,7
DCA_TM_706,34,4,0.117647059,27
NAT_GII_sel_MHGW01000041.1/1728-1923,99,12,0.121212121,101
FULL_3D_CONST_43,122,1,0.008196721,87
DCA_TM_1866,62,2,0.032258065,45
AZO_RM_30_mut_576,50,29,0.58,6
MIN_CONST_846,674,23,0.034124629,132
DCA_TM_1797,94,32,0.340425532,49
DCA_TM_3167,81,9,0.111111111,44
AZO_RU_30_mut_829,56,1,0.017857143,17
DCA_TM_3912,143,2,0.013986014,43
DCA_TM_4290,62,1,0.016129032,53
FULL_3D_CONST_989,0,5,,95
DCA_TM_4193,128,25,0.1953125,54
DCA_TM_3946,43,5,0.11627907,42
AZO_RM_30_mut_167,64,1,0.015625,11
MIN_CONST_317,647,11,0.017001546,143
AZO_RM_30_mut_271,59,48,0.813559322,9
DCA_TM_4409,58,1,0.017241379,30
DCA_TM_528,38,3,0.078947368,46
MIN_CONST_625,222,18,0.081081081,137
MIN_CONST_609,324,6,0.018518519,146
DCA_TM_2633,46,29,0.630434783,16
FULL_3D_CONST_24,951,6,0.006309148,108
DCA_TM_4739,140,5,0.035714286,38
DCA_TM_1153,34,2,0.058823529,39
FULL_3D_CONST_233,91,1,0.010989011,97
DCA_TM_2913,22,2,0.090909091,51
DCA_TM_4547,30,1,0.033333333,45
DCA_TM_1090,51,6,0.117647059,28
AZO_RM_30_mut_464,12,5,0.416666667,8
MIN_CONST_142,189,61,0.322751323,137
FULL_3D_CONST_965,1,1,1,98
DCA_TM_4630,23,1,0.043478261,50
AZO_RU_30_mut_769,61,2,0.032786885,16
DCA_SB_75_698,40,7,0.175,91
AZO_RM_30_mut_945,113,3,0.026548673,9
FULL_3D_CONST_158,314,3,0.00955414,98
AZO_RM_168,56,5,0.089285714,45
DCA_TM_2332,41,3,0.073170732,25
MIN_CONST_590,284,6,0.021126761,145
AZO_RM_134,125,4,0.032,51
AZO_RM_30_mut_910,40,7,0.175,7
DCA_SB_75_691,69,37,0.536231884,83
MIN_CONST_258,333,4,0.012012012,144
DCA_TM_2687,51,17,0.333333333,47
AZO_RM_30_mut_805,62,1,0.016129032,6
AZO_RM_30_mut_669,67,4,0.059701493,8
DCA_SB_50_323,69,32,0.463768116,83
AZO_RM_30_mut_869,48,3,0.0625,9
AZO_RM_10,43,1,0.023255814,70
MIN_CONST_316,826,6,0.007263923,139
AZO_RU_30_mut_635,194,3,0.015463918,19
MIN_CONST_859,435,24,0.055172414,135
DCA_TM_2787,62,4,0.064516129,45
MIN_CONST_525,171,5,0.029239766,129
MIN_CONST_70,58,25,0.431034483,140
DCA_TM_2449,48,2,0.041666667,47
DCA_TM_1141,68,4,0.058823529,46
MIN_CONST_805,140,11,0.078571429,140
DCA_TM_1626,25,4,0.16,49
DCA_TM_840,12,4,0.333333333,53
DCA_TM_4957,145,14,0.096551724,50
DCA_SB_75_208,86,14,0.162790698,48
MIN_CONST_872,652,3,0.004601227,152
DCA_TM_4423,102,1,0.009803922,36
DCA_TM_71,51,3,0.058823529,38
DCA_TM_4908,88,5,0.056818182,24
DCA_TM_3945,32,17,0.53125,32
FULL_3D_CONST_765,6,4,0.666666667,99
DCA_TM_4584,97,9,0.092783505,44
AZO_RU_30_mut_293,90,2,0.022222222,17
DCA_TM_1373,36,3,0.083333333,36
MIN_CONST_33,1693,11,0.006497342,139
NAT_GII_sel_LCRH01000063.1/1863-1676,61,60,0.983606557,124
MIN_CONST_799,314,55,0.175159236,142
DCA_TM_1777,45,1,0.022222222,51
NAT_GII_sel_LBYM01000006.1/36136-36339,56,18,0.321428571,131
DCA_TM_4756,26,1,0.038461538,32
AZO_RM_30_mut_926,50,9,0.18,6
AZO_RM_30_mut_989,47,15,0.319148936,6
AZO_RM_30_mut_305,83,4,0.048192771,8
FULL_3D_CONST_421,460,5,0.010869565,93
DCA_TM_4689,68,9,0.132352941,25
MIN_CONST_794,250,18,0.072,142
AZO_RM_397,32,1,0.03125,63
MIN_CONST_884,1432,16,0.011173184,134
DCA_TM_2609,108,4,0.037037037,44
DCA_TM_215,17,5,0.294117647,22
DCA_TM_3349,89,27,0.303370787,46
MIN_CONST_461,819,10,0.012210012,141
AZO_RU_30_mut_573,127,3,0.023622047,16
MIN_CONST_860,1647,12,0.007285974,131
AZO_RU_30_mut_451,187,2,0.010695187,19
AZO_RM_789,131,2,0.015267176,59
AZO_RM_30_mut_323,90,26,0.288888889,7
DCA_TM_2724,63,3,0.047619048,44
DCA_TM_3475,61,5,0.081967213,47
DCA_SB_75_558,247,3,0.012145749,90
DCA_TM_1971,26,2,0.076923077,47
MIN_CONST_707,430,7,0.01627907,140
DCA_TM_2861,26,3,0.115384615,43
DCA_TM_1450,131,6,0.045801527,53
AZO_RM_30_mut_525,56,27,0.482142857,9
MIN_CONST_539,2371,9,0.003795867,134
MIN_CONST_346,660,17,0.025757576,147
DCA_TM_1284,35,2,0.057142857,49
DCA_SB_50_343,19,1,0.052631579,14
AZO_RM_810,106,2,0.018867925,50
DCA_TM_3071,46,3,0.065217391,23
DCA_TM_880,98,2,0.020408163,51
DCA_TM_1451,42,11,0.261904762,52
MIN_CONST_242,59,32,0.542372881,140
DCA_SB_75_62,81,2,0.024691358,67
DCA_TM_4520,53,2,0.037735849,41
AZO_RM_97,25,1,0.04,51
AZO_RM_30_mut_418,117,2,0.017094017,9
DCA_TM_404,28,2,0.071428571,41
DCA_TM_933,117,1,0.008547009,25
MIN_CONST_710,728,10,0.013736264,141
DCA_TM_4628,14,2,0.142857143,49
AZO_RM_30_mut_944,43,2,0.046511628,13
DCA_TM_4445,28,3,0.107142857,25
FULL_3D_CONST_521,304,1,0.003289474,90
DCA_SB_75_479,40,1,0.025,32
DCA_TM_1243,56,18,0.321428571,15
DCA_TM_1723,48,1,0.020833333,52
AZO_RM_813,314,5,0.015923567,60
MIN_CONST_824,344,28,0.081395349,133
DCA_SB_50_450,144,4,0.027777778,66
MIN_CONST_479,668,4,0.005988024,151
DCA_TM_2730,143,17,0.118881119,44
DCA_TM_3962,13,1,0.076923077,43
DCA_TM_896,74,1,0.013513514,27
AZO_RU_30_mut_767,194,1,0.005154639,14
AZO_RM_108,63,1,0.015873016,56
DCA_TM_3930,54,1,0.018518519,41
DCA_TM_1836,28,3,0.107142857,34
DCA_TM_2677,55,8,0.145454545,54
DCA_SB_50_512,74,3,0.040540541,77
AZO_RM_757,128,10,0.078125,44
DCA_TM_4163,33,9,0.272727273,30
AZO_RM_30_mut_704,68,4,0.058823529,6
AZO_RM_30_mut_115,60,4,0.066666667,7
MIN_CONST_180,71,32,0.450704225,145
DCA_SB_75_655,57,2,0.035087719,73
DCA_TM_1399,23,1,0.043478261,50
DCA_TM_3335,164,28,0.170731707,50
DCA_TM_2446,35,5,0.142857143,53
DCA_SB_75_183,72,1,0.013888889,67
DCA_TM_4890,210,9,0.042857143,51
AZO_RM_701,120,2,0.016666667,58
MIN_CONST_157,75,46,0.613333333,138
DCA_TM_3517,34,2,0.058823529,46
DCA_TM_416,77,3,0.038961039,47
DCA_TM_2955,66,2,0.03030303,47
MIN_CONST_606,178,3,0.016853933,132
DCA_TM_3939,60,35,0.583333333,22
FULL_3D_CONST_641,257,2,0.007782101,105
FULL_3D_CONST_468,272,3,0.011029412,97
DCA_TM_849,114,1,0.00877193,49
DCA_TM_497,63,1,0.015873016,47
DCA_TM_2296,30,1,0.033333333,40
MIN_CONST_3,103,48,0.466019417,142
DCA_SB_75_641,144,3,0.020833333,62
DCA_SB_50_751,129,5,0.03875969,54
AZO_RM_92,85,1,0.011764706,56
DCA_TM_4002,25,1,0.04,42
DCA_TM_3898,78,3,0.038461538,51
FULL_3D_CONST_834,132,2,0.015151515,79
AZO_RM_561,72,1,0.013888889,52
AZO_RU_30_mut_116,153,3,0.019607843,18
DCA_TM_4796,82,3,0.036585366,43
NAT_GII_sel_LMGD01000021.1/98278-98064,339,6,0.017699115,137
DCA_TM_2712,28,2,0.071428571,42
DCA_TM_4500,58,1,0.017241379,51
DCA_TM_650,32,2,0.0625,49
DCA_TM_4390,82,8,0.097560976,47
DCA_TM_4402,53,15,0.283018868,47
DCA_TM_2645,46,1,0.02173913,42
NAT_GII_sel_LBYM01000031.1/2630-2448,67,5,0.074626866,122
FULL_3D_CONST_779,811,3,0.003699137,92
AZO_RM_30_mut_72,66,27,0.409090909,8
AZO_RU_30_mut_825,44,2,0.045454545,13
DCA_SB_50_601,58,1,0.017241379,71
NAT_GII_sel_KM370384.1/37277-37482,220,2,0.009090909,147
MIN_CONST_965,599,13,0.021702838,134
DCA_TM_1736,47,14,0.29787234,25
MIN_CONST_829,572,5,0.008741259,143
DCA_TM_4518,45,1,0.022222222,49
DCA_TM_2031,46,53,1.152173913,12
AZO_RM_430,37,1,0.027027027,60
AZO_RM_30_mut_195,53,2,0.037735849,8
AZO_RM_30_mut_193,55,5,0.090909091,6
NAT_GII_sel_JH725050.1/287398-287606,72,7,0.097222222,115
DCA_TM_3963,209,6,0.028708134,51
DCA_TM_3468,91,16,0.175824176,53
DCA_TM_3459,36,5,0.138888889,49
DCA_SB_50_536,85,5,0.058823529,68
DCA_TM_3035,109,5,0.04587156,50
DCA_TM_2251,57,11,0.192982456,42
DCA_TM_4710,82,7,0.085365854,42
FULL_3D_CONST_111,337,3,0.008902077,90
FULL_3D_CONST_200,1490,18,0.012080537,97
DCA_TM_3292,48,2,0.041666667,44
AZO_RM_30_mut_506,57,8,0.140350877,4
MIN_CONST_680,1712,9,0.005257009,143
DCA_TM_3416,59,1,0.016949153,48
DCA_TM_687,24,2,0.083333333,31
MIN_CONST_460,85,2,0.023529412,132
MIN_CONST_241,516,12,0.023255814,145
FULL_3D_CONST_413,326,2,0.006134969,84
MIN_CONST_907,160,5,0.03125,132
DCA_TM_1954,63,2,0.031746032,42
DCA_SB_50_492,144,4,0.027777778,67
FULL_3D_CONST_499,560,9,0.016071429,96
DCA_SB_75_489,415,2,0.004819277,65
AZO_RM_895,236,5,0.021186441,57
DCA_TM_1365,50,24,0.48,46
DCA_TM_1475,90,2,0.022222222,42
DCA_TM_3677,74,2,0.027027027,50
DCA_TM_4936,191,7,0.036649215,40
AZO_RM_30_mut_320,89,13,0.146067416,6
DCA_TM_1218,43,2,0.046511628,41
AZO_RM_30_mut_249,108,1,0.009259259,8
DCA_TM_3557,32,7,0.21875,51
DCA_TM_1832,54,4,0.074074074,27
AZO_RM_30_mut_469,54,13,0.240740741,8
FULL_3D_CONST_485,954,7,0.007337526,97
DCA_SB_50_150,211,1,0.004739336,58
DCA_TM_1650,77,6,0.077922078,48
DCA_TM_2807,181,9,0.049723757,49
AZO_RM_213,75,3,0.04,61
AZO_RM_374,187,4,0.021390374,53
FULL_3D_CONST_288,307,5,0.016286645,96
DCA_TM_1519,21,2,0.095238095,42
AZO_RM_30_mut_770,90,11,0.122222222,4
AZO_RM_333,141,2,0.014184397,55
MIN_CONST_518,261,3,0.011494253,136
FULL_3D_CONST_721,103,3,0.029126214,90
FULL_3D_CONST_147,1520,15,0.009868421,101
DCA_TM_4452,148,4,0.027027027,47
AZO_RM_30_mut_448,16,6,0.375,6
AZO_RU_30_mut_693,92,1,0.010869565,14
AZO_RU_30_mut_189,77,1,0.012987013,15
MIN_CONST_993,360,7,0.019444444,136
DCA_SB_50_497,347,1,0.002881844,72
DCA_TM_3788,42,2,0.047619048,36
MIN_CONST_249,131,3,0.022900763,128
DCA_TM_4719,48,1,0.020833333,52
DCA_SB_50_784,108,1,0.009259259,18
DCA_TM_194,58,1,0.017241379,50
DCA_TM_4487,70,1,0.014285714,31
AZO_RU_30_mut_821,84,1,0.011904762,18
DCA_TM_3165,59,2,0.033898305,52
DCA_TM_1744,187,18,0.096256684,50
DCA_SB_50_169,97,3,0.030927835,78
DCA_TM_7,71,4,0.056338028,45
MIN_CONST_256,285,59,0.207017544,137
AZO_RM_507,259,5,0.019305019,53
AZO_RU_30_mut_553,106,1,0.009433962,22
DCA_TM_862,237,2,0.008438819,51
MIN_CONST_692,74,29,0.391891892,143
DCA_TM_2831,144,1,0.006944444,28
DCA_TM_1530,70,18,0.257142857,51
DCA_TM_21,24,7,0.291666667,48
DCA_SB_75_801,295,7,0.023728814,63
AZO_RM_896,169,1,0.00591716,63
MIN_CONST_333,186,1,0.005376344,135
DCA_TM_4888,55,2,0.036363636,48
MIN_CONST_826,1116,11,0.009856631,140
AZO_RM_54,101,2,0.01980198,52
FULL_3D_CONST_498,253,5,0.019762846,96
DCA_TM_4488,79,28,0.35443038,26
AZO_RM_339,114,3,0.026315789,41
DCA_TM_1878,52,6,0.115384615,53
NAT_GII_sel_MHGU01000081.1/6606-6415,27,28,1.037037037,107
DCA_TM_3812,92,7,0.076086957,42
AZO_RM_30_mut_498,68,6,0.088235294,9
MIN_CONST_891,993,3,0.003021148,145
DCA_TM_4485,154,3,0.019480519,48
DCA_TM_3568,51,1,0.019607843,49
DCA_TM_3527,21,9,0.428571429,52
AZO_RM_30_mut_329,28,4,0.142857143,7
MIN_CONST_942,156,5,0.032051282,141
DCA_TM_32,47,4,0.085106383,25
MIN_CONST_179,936,6,0.006410256,139
FULL_3D_CONST_968,988,8,0.008097166,97
DCA_TM_2946,15,3,0.2,26
DCA_TM_262,51,5,0.098039216,43
AZO_RM_540,32,1,0.03125,56
AZO_RU_30_mut_347,188,2,0.010638298,19
DCA_SB_75_685,169,3,0.017751479,76
MIN_CONST_757,438,3,0.006849315,154
DCA_TM_1500,50,5,0.1,47
DCA_TM_4596,247,3,0.012145749,50
AZO_RM_30_mut_279,68,10,0.147058824,7
DCA_TM_3161,85,4,0.047058824,52
DCA_TM_1988,41,1,0.024390244,47
DCA_TM_3352,241,9,0.037344398,42
FULL_3D_CONST_1,572,6,0.01048951,105
DCA_SB_50_297,14,1,0.071428571,56
DCA_TM_1342,19,1,0.052631579,39
FULL_3D_CONST_687,631,3,0.004754358,92
AZO_RU_30_mut_26,113,2,0.017699115,16
FULL_3D_CONST_208,1405,16,0.0113879,99
DCA_TM_2037,53,1,0.018867925,49
FULL_3D_CONST_376,1112,2,0.001798561,103
DCA_TM_3343,56,9,0.160714286,49
DCA_SB_50_843,76,1,0.013157895,62
FULL_3D_CONST_218,842,5,0.005938242,115
dca_least_7,5,1,0.2,74
FULL_3D_CONST_505,688,10,0.014534884,95
DCA_TM_2740,35,3,0.085714286,50
DCA_TM_3191,36,4,0.111111111,47
DCA_TM_1421,15,10,0.666666667,53
DCA_TM_987,24,1,0.041666667,52
FULL_3D_CONST_594,1050,9,0.008571429,106
DCA_TM_1784,91,13,0.142857143,48
MIN_CONST_371,606,2,0.00330033,137
MIN_CONST_111,438,6,0.01369863,148
DCA_TM_2363,50,2,0.04,24
DCA_TM_488,104,2,0.019230769,50
FULL_3D_CONST_120,180,4,0.022222222,96
AZO_RM_30_mut_702,50,1,0.02,10
AZO_RM_30_mut_48,92,6,0.065217391,9
AZO_RM_30_mut_612,90,2,0.022222222,9
FULL_3D_CONST_856,93,1,0.010752688,83
DCA_SB_75_371,92,1,0.010869565,90
DCA_TM_3716,112,3,0.026785714,51
AZO_RU_30_mut_111,201,5,0.024875622,18
AZO_RM_30_mut_144,59,3,0.050847458,8
DCA_TM_4872,72,1,0.013888889,41
DCA_SB_50_785,41,3,0.073170732,62
DCA_TM_146,30,6,0.2,49
MIN_CONST_726,731,3,0.004103967,142
DCA_SB_75_584,289,29,0.100346021,81
AZO_RM_179,55,2,0.036363636,49
FULL_3D_CONST_551,189,1,0.005291005,103
FULL_3D_CONST_655,355,3,0.008450704,91
AZO_RM_286,143,1,0.006993007,55
AZO_RM_829,100,23,0.23,50
DCA_TM_4652,164,6,0.036585366,48
AZO_RU_30_mut_975,133,1,0.007518797,21
DCA_TM_3085,151,3,0.01986755,42
AZO_RM_100,44,1,0.022727273,61
DCA_TM_1320,72,2,0.027777778,47
DCA_TM_728,51,4,0.078431373,36
AZO_RM_897,50,1,0.02,45
MIN_CONST_862,559,4,0.007155635,139
AZO_RU_30_mut_485,56,2,0.035714286,16
DCA_TM_1503,52,1,0.019230769,50
FULL_3D_CONST_645,132,2,0.015151515,100
DCA_TM_4610,74,3,0.040540541,45
FULL_3D_CONST_230,281,5,0.017793594,98
FULL_3D_CONST_99,383,5,0.01305483,94
DCA_TM_2100,41,1,0.024390244,37
DCA_TM_3653,33,2,0.060606061,46
MIN_CONST_979,1044,5,0.004789272,134
DCA_TM_122,55,5,0.090909091,27
FULL_3D_CONST_164,1085,12,0.011059908,108
DCA_TM_1271,61,1,0.016393443,53
AZO_RM_149,119,3,0.025210084,47
AZO_RU_30_mut_600,49,1,0.020408163,21
MIN_CONST_458,51,6,0.117647059,132
DCA_TM_3040,147,18,0.12244898,50
FULL_3D_CONST_853,338,3,0.00887574,94
FULL_3D_CONST_170,277,1,0.003610108,94
DCA_SB_50_673,192,1,0.005208333,81
FULL_3D_CONST_659,64,1,0.015625,98
MIN_CONST_833,1213,11,0.009068425,145
FULL_3D_CONST_286,1636,10,0.006112469,115
MIN_CONST_120,821,7,0.008526188,138
DCA_TM_3142,67,6,0.089552239,46
DCA_SB_50_890,143,39,0.272727273,52
FULL_3D_CONST_430,158,19,0.120253165,94
AZO_RM_30_mut_904,11,14,1.272727273,8
FULL_3D_CONST_934,979,14,0.014300306,94
NAT_GII_sel_MHGH01000014.1/6347-6153,165,56,0.339393939,134
AZO_RM_214,98,1,0.010204082,46
DCA_TM_931,51,4,0.078431373,44
AZO_RM_30_mut_288,31,15,0.483870968,5
MIN_CONST_870,586,11,0.018771331,132
FULL_3D_CONST_846,85,1,0.011764706,101
DCA_SB_75_672,77,9,0.116883117,55
DCA_TM_4117,18,2,0.111111111,52
DCA_TM_2136,75,2,0.026666667,44
DCA_TM_1479,37,1,0.027027027,26
DCA_TM_4646,87,8,0.091954023,51
DCA_SB_75_768,35,3,0.085714286,87
DCA_TM_123,76,4,0.052631579,46
FULL_3D_CONST_388,251,3,0.011952191,86
FULL_3D_CONST_737,694,1,0.001440922,94
AZO_RM_30_mut_528,35,4,0.114285714,5
DCA_TM_1646,65,14,0.215384615,49
DCA_TM_1468,30,2,0.066666667,37
DCA_TM_4039,156,3,0.019230769,45
DCA_TM_76,35,6,0.171428571,34
DCA_SB_75_713,76,4,0.052631579,72
DCA_TM_4732,70,3,0.042857143,54
DCA_SB_75_822,821,5,0.006090134,104
AZO_RU_30_mut_858,165,7,0.042424242,16
DCA_TM_2128,38,1,0.026315789,42
AZO_RM_30_mut_59,34,1,0.029411765,8
AZO_RU_30_mut_124,103,2,0.019417476,19
MIN_CONST_594,1017,4,0.003933137,152
MIN_CONST_642,175,3,0.017142857,123
DCA_TM_3033,44,1,0.022727273,45
AZO_RM_290,159,4,0.025157233,66
MIN_CONST_814,354,13,0.036723164,134
DCA_TM_2450,6,1,0.166666667,47
MIN_CONST_639,1169,10,0.00855432,141
DCA_TM_1833,96,4,0.041666667,49
DCA_TM_820,48,2,0.041666667,49
MIN_CONST_176,1340,3,0.002238806,139
DCA_TM_4479,84,8,0.095238095,42
MIN_CONST_247,505,5,0.00990099,137
FULL_3D_CONST_592,809,7,0.008652658,94
DCA_SB_75_304,1847,5,0.002707093,83
DCA_TM_1502,38,2,0.052631579,50
AZO_RM_923,231,2,0.008658009,54
AZO_RM_30_mut_962,47,2,0.042553191,9
DCA_TM_4537,151,4,0.026490066,45
FULL_3D_CONST_2,1061,15,0.014137606,107
MIN_CONST_29,1765,4,0.002266289,140
DCA_TM_3649,26,1,0.038461538,50
DCA_TM_2811,81,1,0.012345679,51
DCA_TM_1432,97,4,0.041237113,30
AZO_RM_534,133,2,0.015037594,47
DCA_TM_1368,45,2,0.044444444,42
DCA_TM_2936,34,2,0.058823529,46
AZO_RM_944,125,5,0.04,62
AZO_RM_30_mut_230,45,1,0.022222222,7
DCA_TM_2870,57,5,0.087719298,52
NAT_GII_sel_LBTO01000002.1/13794-13977,64,12,0.1875,110
MIN_CONST_664,288,3,0.010416667,136
FULL_3D_CONST_531,756,14,0.018518519,94
DCA_TM_3095,40,5,0.125,44
DCA_TM_1718,54,8,0.148148148,31
DCA_TM_2881,52,3,0.057692308,47
AZO_RM_615,42,7,0.166666667,57
AZO_RM_314,162,2,0.012345679,53
DCA_SB_75_481,199,1,0.005025126,82
AZO_RU_30_mut_618,55,1,0.018181818,15
DCA_TM_633,35,25,0.714285714,29
MIN_CONST_540,315,2,0.006349206,145
DCA_TM_89,51,2,0.039215686,42
DCA_TM_4511,62,1,0.016129032,48
FULL_3D_CONST_104,1251,5,0.003996803,99
DCA_TM_2330,42,2,0.047619048,44
DCA_TM_2346,47,5,0.106382979,48
AZO_RM_30_mut_307,109,2,0.018348624,11
FULL_3D_CONST_135,2362,8,0.00338696,98
DCA_TM_3708,136,4,0.029411765,52
AZO_RU_30_mut_138,77,1,0.012987013,14
MIN_CONST_95,501,15,0.02994012,143
DCA_TM_3523,18,2,0.111111111,53
DCA_SB_75_476,110,4,0.036363636,74
DCA_TM_919,63,1,0.015873016,42
DCA_TM_4328,88,5,0.056818182,46
DCA_SB_50_561,58,6,0.103448276,85
DCA_TM_3417,59,2,0.033898305,48
DCA_SB_50_959,27,1,0.037037037,49
AZO_RM_337,192,4,0.020833333,50
DCA_TM_2546,66,2,0.03030303,49
DCA_TM_780,65,1,0.015384615,47
MIN_CONST_43,48,11,0.229166667,148
DCA_TM_4373,103,1,0.009708738,45
AZO_RM_578,202,3,0.014851485,59
DCA_TM_3344,49,1,0.020408163,32
DCA_TM_3205,59,3,0.050847458,49
DCA_TM_3384,78,7,0.08974359,23
MIN_CONST_571,255,7,0.02745098,133
MIN_CONST_544,476,3,0.006302521,136
AZO_RM_996,84,1,0.011904762,62
DCA_SB_50_33,96,6,0.0625,72
DCA_TM_4959,70,10,0.142857143,28
DCA_TM_3383,166,30,0.180722892,47
DCA_TM_4976,123,13,0.105691057,53
FULL_3D_CONST_816,367,3,0.008174387,94
DCA_TM_3986,85,16,0.188235294,51
AZO_RU_30_mut_602,99,1,0.01010101,18
MIN_CONST_39,134,3,0.02238806,143
DCA_TM_3022,40,1,0.025,52
DCA_SB_50_795,33,1,0.03030303,57
DCA_SB_75_369,63,1,0.015873016,100
DCA_SB_50_390,60,1,0.016666667,10
DCA_TM_1574,24,2,0.083333333,37
FULL_3D_CONST_381,454,6,0.013215859,90
DCA_TM_449,27,2,0.074074074,40
DCA_TM_4827,70,3,0.042857143,41
MIN_CONST_26,1259,7,0.005559968,140
NAT_GII_sel_MGCP01000001.1/13980-14178,130,23,0.176923077,106
AZO_RM_228,98,7,0.071428571,60
AZO_RU_30_mut_168,83,6,0.072289157,19
AZO_RU_30_mut_300,94,3,0.031914894,15
DCA_SB_50_111,176,5,0.028409091,68
NAT_GII_sel_MGRH01000007.1/28883-29083,227,27,0.118942731,127
AZO_RM_30_mut_943,95,27,0.284210526,7
MIN_CONST_706,662,7,0.010574018,139
MIN_CONST_547,2336,7,0.002996575,135
DCA_TM_492,50,3,0.06,48
DCA_TM_4556,87,9,0.103448276,50
AZO_RU_30_mut_374,124,4,0.032258065,20
DCA_TM_1627,43,2,0.046511628,45
DCA_TM_1501,41,1,0.024390244,49
NAT_GII_sel_CP003947.1/2569893-2570099,80,18,0.225,104
MIN_CONST_899,979,5,0.005107252,150
DCA_TM_3104,119,2,0.016806723,50
MIN_CONST_677,325,1,0.003076923,136
NAT_GII_sel_CP003591.1/729654-729857,85,8,0.094117647,110
DCA_TM_3913,74,3,0.040540541,51
DCA_SB_50_406,88,3,0.034090909,85
DCA_SB_75_724,203,1,0.004926108,92
DCA_SB_75_125,177,16,0.09039548,82
DCA_TM_2281,35,4,0.114285714,49
FULL_3D_CONST_432,682,7,0.01026393,94
DCA_TM_2415,29,2,0.068965517,48
MIN_CONST_567,741,7,0.009446694,145
DCA_TM_3890,47,3,0.063829787,49
DCA_TM_4922,99,6,0.060606061,42
DCA_SB_50_5,70,2,0.028571429,56
FULL_3D_CONST_374,913,9,0.009857612,112
DCA_TM_63,37,1,0.027027027,47
MIN_CONST_646,313,33,0.10543131,137
MIN_CONST_633,1804,11,0.006097561,143
MIN_CONST_952,399,2,0.005012531,148
DCA_TM_1995,148,1,0.006756757,46
AZO_RU_30_mut_865,151,1,0.006622517,17
DCA_TM_1885,117,1,0.008547009,42
AZO_RM_30_mut_915,38,6,0.157894737,5
FULL_3D_CONST_463,1144,12,0.01048951,111
FULL_3D_CONST_433,404,3,0.007425743,99
DCA_TM_534,54,5,0.092592593,43
DCA_TM_3207,63,3,0.047619048,48
